Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)"
Actual,Non-melanoma skin cancer (rare types),2010,Females,30-34,2,0.3
Actual,Non-melanoma skin cancer (rare types),2010,Females,35-39,4,0.5
Actual,Non-melanoma skin cancer (rare types),2010,Females,40-44,3,0.4
Actual,Non-melanoma skin cancer (rare types),2010,Females,45-49,10,1.3
Actual,Non-melanoma skin cancer (rare types),2010,Females,50-54,10,1.4
Actual,Non-melanoma skin cancer (rare types),2010,Females,55-59,11,1.7
Actual,Non-melanoma skin cancer (rare types),2010,Females,60-64,14,2.3
Actual,Non-melanoma skin cancer (rare types),2010,Females,65-69,19,4.2
Actual,Non-melanoma skin cancer (rare types),2010,Females,70-74,25,6.9
Actual,Non-melanoma skin cancer (rare types),2010,Females,75-79,34,11.5
Actual,Non-melanoma skin cancer (rare types),2010,Females,80-84,50,19.9
Actual,Non-melanoma skin cancer (rare types),2010,Females,85-89,44,26.4
Actual,Non-melanoma skin cancer (rare types),2010,Females,90+,34,38.6
Actual,Non-melanoma skin cancer (rare types),2010,Females,All ages combined,265,2.4
Actual,Non-melanoma skin cancer (rare types),2011,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,20-24,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,25-29,0,0.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,30-34,2,0.3
Actual,Non-melanoma skin cancer (rare types),2011,Females,35-39,1,0.1
Actual,Non-melanoma skin cancer (rare types),2011,Females,40-44,4,0.5
Actual,Non-melanoma skin cancer (rare types),2011,Females,45-49,2,0.3
Actual,Non-melanoma skin cancer (rare types),2011,Females,50-54,8,1.1
Actual,Non-melanoma skin cancer (rare types),2011,Females,55-59,14,2.1
Actual,Non-melanoma skin cancer (rare types),2011,Females,60-64,22,3.6
Actual,Non-melanoma skin cancer (rare types),2011,Females,65-69,13,2.7
Actual,Non-melanoma skin cancer (rare types),2011,Females,70-74,39,10.5
Actual,Non-melanoma skin cancer (rare types),2011,Females,75-79,30,10.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,80-84,43,17.0
Actual,Non-melanoma skin cancer (rare types),2011,Females,85-89,34,19.8
Actual,Non-melanoma skin cancer (rare types),2011,Females,90+,26,27.9
Actual,Non-melanoma skin cancer (rare types),2011,Females,All ages combined,238,2.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,10-14,1,0.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,25-29,1,0.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,30-34,0,0.0
Actual,Non-melanoma skin cancer (rare types),2012,Females,35-39,1,0.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,40-44,2,0.2
Actual,Non-melanoma skin cancer (rare types),2012,Females,45-49,9,1.2
Actual,Non-melanoma skin cancer (rare types),2012,Females,50-54,9,1.2
Actual,Non-melanoma skin cancer (rare types),2012,Females,55-59,16,2.3
Actual,Non-melanoma skin cancer (rare types),2012,Females,60-64,19,3.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,65-69,21,4.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,70-74,35,9.1
Actual,Non-melanoma skin cancer (rare types),2012,Females,75-79,29,9.5
Actual,Non-melanoma skin cancer (rare types),2012,Females,80-84,55,21.8
Actual,Non-melanoma skin cancer (rare types),2012,Females,85-89,51,29.2
Actual,Non-melanoma skin cancer (rare types),2012,Females,90+,36,36.4
Actual,Non-melanoma skin cancer (rare types),2012,Females,All ages combined,286,2.5
Actual,Non-melanoma skin cancer (rare types),2013,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2013,Females,25-29,0,0.0
Actual,Non-melanoma skin cancer (rare types),2013,Females,30-34,1,0.1
Actual,Non-melanoma skin cancer (rare types),2013,Females,35-39,3,0.4
Actual,Non-melanoma skin cancer (rare types),2013,Females,40-44,7,0.8
Actual,Non-melanoma skin cancer (rare types),2013,Females,45-49,5,0.6
Actual,Non-melanoma skin cancer (rare types),2013,Females,50-54,9,1.2
Actual,Non-melanoma skin cancer (rare types),2013,Females,55-59,13,1.8
Actual,Non-melanoma skin cancer (rare types),2013,Females,60-64,17,2.7
Actual,Non-melanoma skin cancer (rare types),2013,Females,65-69,22,4.1
Actual,Non-melanoma skin cancer (rare types),2013,Females,70-74,35,8.8
Actual,Non-melanoma skin cancer (rare types),2013,Females,75-79,38,12.2
Actual,Non-melanoma skin cancer (rare types),2013,Females,80-84,47,18.7
Actual,Non-melanoma skin cancer (rare types),2013,Females,85-89,40,22.5
Actual,Non-melanoma skin cancer (rare types),2013,Females,90+,37,35.4
Actual,Non-melanoma skin cancer (rare types),2013,Females,All ages combined,275,2.4
Actual,Non-melanoma skin cancer (rare types),2014,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,15-19,1,0.1
Actual,Non-melanoma skin cancer (rare types),2014,Females,20-24,3,0.4
Actual,Non-melanoma skin cancer (rare types),2014,Females,25-29,2,0.2
Actual,Non-melanoma skin cancer (rare types),2014,Females,30-34,2,0.2
Actual,Non-melanoma skin cancer (rare types),2014,Females,35-39,5,0.6
Actual,Non-melanoma skin cancer (rare types),2014,Females,40-44,4,0.5
Actual,Non-melanoma skin cancer (rare types),2014,Females,45-49,11,1.4
Actual,Non-melanoma skin cancer (rare types),2014,Females,50-54,8,1.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,55-59,13,1.8
Actual,Non-melanoma skin cancer (rare types),2014,Females,60-64,16,2.5
Actual,Non-melanoma skin cancer (rare types),2014,Females,65-69,34,6.0
Actual,Non-melanoma skin cancer (rare types),2014,Females,70-74,27,6.5
Actual,Non-melanoma skin cancer (rare types),2014,Females,75-79,41,12.7
Actual,Non-melanoma skin cancer (rare types),2014,Females,80-84,46,18.3
Actual,Non-melanoma skin cancer (rare types),2014,Females,85-89,49,27.3
Actual,Non-melanoma skin cancer (rare types),2014,Females,90+,33,29.9
Actual,Non-melanoma skin cancer (rare types),2014,Females,All ages combined,295,2.5
Actual,Non-melanoma skin cancer (rare types),2015,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2015,Females,25-29,0,0.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,30-34,2,0.2
Actual,Non-melanoma skin cancer (rare types),2015,Females,35-39,1,0.1
Actual,Non-melanoma skin cancer (rare types),2015,Females,40-44,2,0.2
Actual,Non-melanoma skin cancer (rare types),2015,Females,45-49,6,0.8
Actual,Non-melanoma skin cancer (rare types),2015,Females,50-54,7,0.9
Actual,Non-melanoma skin cancer (rare types),2015,Females,55-59,13,1.8
Actual,Non-melanoma skin cancer (rare types),2015,Females,60-64,25,3.8
Actual,Non-melanoma skin cancer (rare types),2015,Females,65-69,29,5.0
Actual,Non-melanoma skin cancer (rare types),2015,Females,70-74,37,8.5
Actual,Non-melanoma skin cancer (rare types),2015,Females,75-79,41,12.3
Actual,Non-melanoma skin cancer (rare types),2015,Females,80-84,64,25.6
Actual,Non-melanoma skin cancer (rare types),2015,Females,85-89,50,27.5
Actual,Non-melanoma skin cancer (rare types),2015,Females,90+,54,46.7
Actual,Non-melanoma skin cancer (rare types),2015,Females,All ages combined,332,2.8
Actual,Non-melanoma skin cancer (rare types),2016,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,20-24,2,0.2
Actual,Non-melanoma skin cancer (rare types),2016,Females,25-29,3,0.3
Actual,Non-melanoma skin cancer (rare types),2016,Females,30-34,4,0.4
Actual,Non-melanoma skin cancer (rare types),2016,Females,35-39,2,0.2
Actual,Non-melanoma skin cancer (rare types),2016,Females,40-44,2,0.2
Actual,Non-melanoma skin cancer (rare types),2016,Females,45-49,8,1.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,50-54,14,1.8
Actual,Non-melanoma skin cancer (rare types),2016,Females,55-59,14,1.9
Actual,Non-melanoma skin cancer (rare types),2016,Females,60-64,29,4.3
Actual,Non-melanoma skin cancer (rare types),2016,Females,65-69,31,5.1
Actual,Non-melanoma skin cancer (rare types),2016,Females,70-74,31,6.8
Actual,Non-melanoma skin cancer (rare types),2016,Females,75-79,50,14.6
Actual,Non-melanoma skin cancer (rare types),2016,Females,80-84,50,19.8
Actual,Non-melanoma skin cancer (rare types),2016,Females,85-89,51,27.9
Actual,Non-melanoma skin cancer (rare types),2016,Females,90+,53,44.0
Actual,Non-melanoma skin cancer (rare types),2016,Females,All ages combined,344,2.8
Actual,Non-melanoma skin cancer (rare types),2017,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,10-14,1,0.1
Actual,Non-melanoma skin cancer (rare types),2017,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2017,Females,25-29,0,0.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,30-34,4,0.4
Actual,Non-melanoma skin cancer (rare types),2017,Females,35-39,4,0.5
Actual,Non-melanoma skin cancer (rare types),2017,Females,40-44,4,0.5
Actual,Non-melanoma skin cancer (rare types),2017,Females,45-49,4,0.5
Actual,Non-melanoma skin cancer (rare types),2017,Females,50-54,15,1.9
Actual,Non-melanoma skin cancer (rare types),2017,Females,55-59,15,2.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,60-64,13,1.9
Actual,Non-melanoma skin cancer (rare types),2017,Females,65-69,34,5.6
Actual,Non-melanoma skin cancer (rare types),2017,Females,70-74,45,9.2
Actual,Non-melanoma skin cancer (rare types),2017,Females,75-79,51,14.4
Actual,Non-melanoma skin cancer (rare types),2017,Females,80-84,75,29.0
Actual,Non-melanoma skin cancer (rare types),2017,Females,85-89,68,37.3
Actual,Non-melanoma skin cancer (rare types),2017,Females,90+,53,42.7
Actual,Non-melanoma skin cancer (rare types),2017,Females,All ages combined,387,3.1
Actual,Non-melanoma skin cancer (rare types),2018,Females,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2018,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2018,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2018,Females,15-19,1,0.1
Actual,Non-melanoma skin cancer (rare types),2018,Females,20-24,0,0.0
Actual,Non-melanoma skin cancer (rare types),2018,Females,25-29,1,0.1
Actual,Non-melanoma skin cancer (rare types),2018,Females,30-34,3,0.3
Actual,Non-melanoma skin cancer (rare types),2018,Females,35-39,1,0.1
Actual,Non-melanoma skin cancer (rare types),2018,Females,40-44,4,0.5
Actual,Non-melanoma skin cancer (rare types),2018,Females,45-49,5,0.6
Actual,Non-melanoma skin cancer (rare types),2018,Females,50-54,21,2.7
Actual,Non-melanoma skin cancer (rare types),2018,Females,55-59,17,2.2
Actual,Non-melanoma skin cancer (rare types),2018,Females,60-64,22,3.2
Actual,Non-melanoma skin cancer (rare types),2018,Females,65-69,36,5.8
Actual,Non-melanoma skin cancer (rare types),2018,Females,70-74,35,6.7
Actual,Non-melanoma skin cancer (rare types),2018,Females,75-79,43,11.8
Actual,Non-melanoma skin cancer (rare types),2018,Females,80-84,62,23.3
Actual,Non-melanoma skin cancer (rare types),2018,Females,85-89,55,30.1
Actual,Non-melanoma skin cancer (rare types),2018,Females,90+,61,47.9
Actual,Non-melanoma skin cancer (rare types),2018,Females,All ages combined,367,2.9
Actual,Non-melanoma skin cancer (rare types),2019,Females,00-04,1,0.1
Actual,Non-melanoma skin cancer (rare types),2019,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2019,Females,10-14,1,0.1
Actual,Non-melanoma skin cancer (rare types),2019,Females,15-19,1,0.1
Actual,Non-melanoma skin cancer (rare types),2019,Females,20-24,0,0.0
Actual,Non-melanoma skin cancer (rare types),2019,Females,25-29,2,0.2
Actual,Non-melanoma skin cancer (rare types),2019,Females,30-34,0,0.0
Actual,Non-melanoma skin cancer (rare types),2019,Females,35-39,1,0.1
Actual,Non-melanoma skin cancer (rare types),2019,Females,40-44,4,0.5
Actual,Non-melanoma skin cancer (rare types),2019,Females,45-49,7,0.8
Actual,Non-melanoma skin cancer (rare types),2019,Females,50-54,8,1.0
Actual,Non-melanoma skin cancer (rare types),2019,Females,55-59,10,1.3
Actual,Non-melanoma skin cancer (rare types),2019,Females,60-64,40,5.6
Actual,Non-melanoma skin cancer (rare types),2019,Females,65-69,41,6.5
Actual,Non-melanoma skin cancer (rare types),2019,Females,70-74,57,10.5
Actual,Non-melanoma skin cancer (rare types),2019,Females,75-79,50,13.2
Actual,Non-melanoma skin cancer (rare types),2019,Females,80-84,65,23.5
Actual,Non-melanoma skin cancer (rare types),2019,Females,85-89,64,35.0
Actual,Non-melanoma skin cancer (rare types),2019,Females,90+,54,41.4
Actual,Non-melanoma skin cancer (rare types),2019,Females,All ages combined,406,3.2
Actual,Non-melanoma skin cancer (rare types),2020,Females,00-04,1,0.1
Actual,Non-melanoma skin cancer (rare types),2020,Females,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2020,Females,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2020,Females,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2020,Females,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2020,Females,25-29,1,0.1
Actual,Non-melanoma skin cancer (rare types),2020,Females,30-34,2,0.2
Actual,Non-melanoma skin cancer (rare types),2020,Females,35-39,4,0.4
Actual,Non-melanoma skin cancer (rare types),2020,Females,40-44,6,0.7
Actual,Non-melanoma skin cancer (rare types),2020,Females,45-49,5,0.6
Actual,Non-melanoma skin cancer (rare types),2020,Females,50-54,9,1.1
Actual,Non-melanoma skin cancer (rare types),2020,Females,55-59,15,1.9
Actual,Non-melanoma skin cancer (rare types),2020,Females,60-64,22,3.0
Actual,Non-melanoma skin cancer (rare types),2020,Females,65-69,37,5.7
Actual,Non-melanoma skin cancer (rare types),2020,Females,70-74,51,8.9
Actual,Non-melanoma skin cancer (rare types),2020,Females,75-79,71,17.8
Actual,Non-melanoma skin cancer (rare types),2020,Females,80-84,66,23.0
Actual,Non-melanoma skin cancer (rare types),2020,Females,85-89,51,27.7
Actual,Non-melanoma skin cancer (rare types),2020,Females,90+,68,50.6
Actual,Non-melanoma skin cancer (rare types),2020,Females,All ages combined,410,3.2
Projections,Non-melanoma skin cancer (rare types),2021,Females,00-04,0,0.0
Projections,Non-melanoma skin cancer (rare types),2021,Females,05-09,0,0.0
Projections,Non-melanoma skin cancer (rare types),2021,Females,10-14,0,0.0
Projections,Non-melanoma skin cancer (rare types),2021,Females,15-19,0,0.0
Projections,Non-melanoma skin cancer (rare types),2021,Females,20-24,0,0.0
Projections,Non-melanoma skin cancer (rare types),2021,Females,25-29,1,0.1
Projections,Non-melanoma skin cancer (rare types),2021,Females,30-34,3,0.3
Projections,Non-melanoma skin cancer (rare types),2021,Females,35-39,4,0.4
Projections,Non-melanoma skin cancer (rare types),2021,Females,40-44,5,0.6
Projections,Non-melanoma skin cancer (rare types),2021,Females,45-49,6,0.7
Projections,Non-melanoma skin cancer (rare types),2021,Females,50-54,15,1.8
Projections,Non-melanoma skin cancer (rare types),2021,Females,55-59,13,1.6
Projections,Non-melanoma skin cancer (rare types),2021,Females,60-64,29,3.8
Projections,Non-melanoma skin cancer (rare types),2021,Females,65-69,45,6.8
Projections,Non-melanoma skin cancer (rare types),2021,Females,70-74,50,8.4
Projections,Non-melanoma skin cancer (rare types),2021,Females,75-79,68,16.2
Projections,Non-melanoma skin cancer (rare types),2021,Females,80-84,76,25.7
Projections,Non-melanoma skin cancer (rare types),2021,Females,85-89,63,33.6
Projections,Non-melanoma skin cancer (rare types),2021,Females,90+,72,52.2
Projections,Non-melanoma skin cancer (rare types),2021,Females,All ages combined,450,3.5
Projections,Non-melanoma skin cancer (rare types),2022,Females,00-04,0,0.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,05-09,0,0.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,10-14,0,0.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,15-19,0,0.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,20-24,0,0.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,25-29,1,0.1
Projections,Non-melanoma skin cancer (rare types),2022,Females,30-34,3,0.3
Projections,Non-melanoma skin cancer (rare types),2022,Females,35-39,4,0.4
Projections,Non-melanoma skin cancer (rare types),2022,Females,40-44,5,0.6
Projections,Non-melanoma skin cancer (rare types),2022,Females,45-49,6,0.7
Projections,Non-melanoma skin cancer (rare types),2022,Females,50-54,16,1.9
Projections,Non-melanoma skin cancer (rare types),2022,Females,55-59,13,1.7
Projections,Non-melanoma skin cancer (rare types),2022,Females,60-64,29,3.8
Projections,Non-melanoma skin cancer (rare types),2022,Females,65-69,48,7.1
Projections,Non-melanoma skin cancer (rare types),2022,Females,70-74,50,8.4
Projections,Non-melanoma skin cancer (rare types),2022,Females,75-79,77,17.0
Projections,Non-melanoma skin cancer (rare types),2022,Females,80-84,83,27.2
Projections,Non-melanoma skin cancer (rare types),2022,Females,85-89,69,35.8
Projections,Non-melanoma skin cancer (rare types),2022,Females,90+,74,53.4
Projections,Non-melanoma skin cancer (rare types),2022,Females,All ages combined,478,3.6
Projections,Non-melanoma skin cancer (rare types),2023,Females,00-04,1,0.1
Projections,Non-melanoma skin cancer (rare types),2023,Females,05-09,0,0.0
Projections,Non-melanoma skin cancer (rare types),2023,Females,10-14,0,0.0
Projections,Non-melanoma skin cancer (rare types),2023,Females,15-19,0,0.0
Projections,Non-melanoma skin cancer (rare types),2023,Females,20-24,1,0.1
Projections,Non-melanoma skin cancer (rare types),2023,Females,25-29,1,0.1
Projections,Non-melanoma skin cancer (rare types),2023,Females,30-34,3,0.3
Projections,Non-melanoma skin cancer (rare types),2023,Females,35-39,4,0.4
Projections,Non-melanoma skin cancer (rare types),2023,Females,40-44,6,0.7
Projections,Non-melanoma skin cancer (rare types),2023,Females,45-49,6,0.7
Projections,Non-melanoma skin cancer (rare types),2023,Females,50-54,16,1.9
Projections,Non-melanoma skin cancer (rare types),2023,Females,55-59,12,1.5
Projections,Non-melanoma skin cancer (rare types),2023,Females,60-64,31,4.0
Projections,Non-melanoma skin cancer (rare types),2023,Females,65-69,51,7.4
Projections,Non-melanoma skin cancer (rare types),2023,Females,70-74,51,8.5
Projections,Non-melanoma skin cancer (rare types),2023,Females,75-79,84,17.3
Projections,Non-melanoma skin cancer (rare types),2023,Females,80-84,87,27.7
Projections,Non-melanoma skin cancer (rare types),2023,Females,85-89,72,36.2
Projections,Non-melanoma skin cancer (rare types),2023,Females,90+,76,55.0
Projections,Non-melanoma skin cancer (rare types),2023,Females,All ages combined,502,3.7
Projections,Non-melanoma skin cancer (rare types),2024,Females,00-04,1,0.1
Projections,Non-melanoma skin cancer (rare types),2024,Females,05-09,0,0.0
Projections,Non-melanoma skin cancer (rare types),2024,Females,10-14,0,0.0
Projections,Non-melanoma skin cancer (rare types),2024,Females,15-19,1,0.1
Projections,Non-melanoma skin cancer (rare types),2024,Females,20-24,1,0.1
Projections,Non-melanoma skin cancer (rare types),2024,Females,25-29,1,0.1
Projections,Non-melanoma skin cancer (rare types),2024,Females,30-34,3,0.3
Projections,Non-melanoma skin cancer (rare types),2024,Females,35-39,4,0.4
Projections,Non-melanoma skin cancer (rare types),2024,Females,40-44,7,0.8
Projections,Non-melanoma skin cancer (rare types),2024,Females,45-49,5,0.6
Projections,Non-melanoma skin cancer (rare types),2024,Females,50-54,17,2.0
Projections,Non-melanoma skin cancer (rare types),2024,Females,55-59,12,1.5
Projections,Non-melanoma skin cancer (rare types),2024,Females,60-64,32,4.0
Projections,Non-melanoma skin cancer (rare types),2024,Females,65-69,55,7.8
Projections,Non-melanoma skin cancer (rare types),2024,Females,70-74,50,8.1
Projections,Non-melanoma skin cancer (rare types),2024,Females,75-79,91,17.9
Projections,Non-melanoma skin cancer (rare types),2024,Females,80-84,92,28.0
Projections,Non-melanoma skin cancer (rare types),2024,Females,85-89,78,37.6
Projections,Non-melanoma skin cancer (rare types),2024,Females,90+,82,58.6
Projections,Non-melanoma skin cancer (rare types),2024,Females,All ages combined,532,3.9
Actual,Non-melanoma skin cancer (rare types),2001,Persons,00-04,1,0.1
Actual,Non-melanoma skin cancer (rare types),2001,Persons,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Persons,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Persons,15-19,2,0.1
Actual,Non-melanoma skin cancer (rare types),2001,Persons,20-24,4,0.3
Actual,Non-melanoma skin cancer (rare types),2001,Persons,25-29,2,0.1
Actual,Non-melanoma skin cancer (rare types),2001,Persons,30-34,3,0.2
Actual,Non-melanoma skin cancer (rare types),2001,Persons,35-39,4,0.3
Actual,Non-melanoma skin cancer (rare types),2001,Persons,40-44,13,0.9
Actual,Non-melanoma skin cancer (rare types),2001,Persons,45-49,15,1.1
Actual,Non-melanoma skin cancer (rare types),2001,Persons,50-54,22,1.7
Actual,Non-melanoma skin cancer (rare types),2001,Persons,55-59,25,2.5
Actual,Non-melanoma skin cancer (rare types),2001,Persons,60-64,26,3.2
Actual,Non-melanoma skin cancer (rare types),2001,Persons,65-69,57,8.4
Actual,Non-melanoma skin cancer (rare types),2001,Persons,70-74,69,10.9
Actual,Non-melanoma skin cancer (rare types),2001,Persons,75-79,93,18.0
Actual,Non-melanoma skin cancer (rare types),2001,Persons,80-84,70,21.4
Actual,Non-melanoma skin cancer (rare types),2001,Persons,85-89,71,39.6
Actual,Non-melanoma skin cancer (rare types),2001,Persons,90+,25,29.7
Actual,Non-melanoma skin cancer (rare types),2001,Persons,All ages combined,502,2.6
Actual,Non-melanoma skin cancer (rare types),2002,Persons,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,20-24,2,0.2
Actual,Non-melanoma skin cancer (rare types),2002,Persons,25-29,6,0.4
Actual,Non-melanoma skin cancer (rare types),2002,Persons,30-34,2,0.1
Actual,Non-melanoma skin cancer (rare types),2002,Persons,35-39,4,0.3
Actual,Non-melanoma skin cancer (rare types),2002,Persons,40-44,10,0.7
Actual,Non-melanoma skin cancer (rare types),2002,Persons,45-49,18,1.3
Actual,Non-melanoma skin cancer (rare types),2002,Persons,50-54,23,1.8
Actual,Non-melanoma skin cancer (rare types),2002,Persons,55-59,32,3.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,60-64,42,5.0
Actual,Non-melanoma skin cancer (rare types),2002,Persons,65-69,47,6.8
Actual,Non-melanoma skin cancer (rare types),2002,Persons,70-74,73,11.6
Actual,Non-melanoma skin cancer (rare types),2002,Persons,75-79,91,17.4
Actual,Non-melanoma skin cancer (rare types),2002,Persons,80-84,97,28.1
Actual,Non-melanoma skin cancer (rare types),2002,Persons,85-89,63,34.2
Actual,Non-melanoma skin cancer (rare types),2002,Persons,90+,25,28.3
Actual,Non-melanoma skin cancer (rare types),2002,Persons,All ages combined,535,2.7
Actual,Non-melanoma skin cancer (rare types),2003,Persons,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2003,Persons,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2003,Persons,10-14,2,0.1
Actual,Non-melanoma skin cancer (rare types),2003,Persons,15-19,2,0.1
Actual,Non-melanoma skin cancer (rare types),2003,Persons,20-24,2,0.1
Actual,Non-melanoma skin cancer (rare types),2003,Persons,25-29,2,0.1
Actual,Non-melanoma skin cancer (rare types),2003,Persons,30-34,4,0.3
Actual,Non-melanoma skin cancer (rare types),2003,Persons,35-39,8,0.6
Actual,Non-melanoma skin cancer (rare types),2003,Persons,40-44,12,0.8
Actual,Non-melanoma skin cancer (rare types),2003,Persons,45-49,18,1.3
Actual,Non-melanoma skin cancer (rare types),2003,Persons,50-54,31,2.4
Actual,Non-melanoma skin cancer (rare types),2003,Persons,55-59,34,3.0
Actual,Non-melanoma skin cancer (rare types),2003,Persons,60-64,40,4.6
Actual,Non-melanoma skin cancer (rare types),2003,Persons,65-69,44,6.2
Actual,Non-melanoma skin cancer (rare types),2003,Persons,70-74,71,11.4
Actual,Non-melanoma skin cancer (rare types),2003,Persons,75-79,89,16.7
Actual,Non-melanoma skin cancer (rare types),2003,Persons,80-84,88,24.3
Actual,Non-melanoma skin cancer (rare types),2003,Persons,85-89,59,31.5
Actual,Non-melanoma skin cancer (rare types),2003,Persons,90+,25,27.2
Actual,Non-melanoma skin cancer (rare types),2003,Persons,All ages combined,531,2.7
Actual,Non-melanoma skin cancer (rare types),2004,Persons,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2004,Persons,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2004,Persons,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2004,Persons,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2004,Persons,20-24,2,0.1
Actual,Non-melanoma skin cancer (rare types),2004,Persons,25-29,2,0.1
Actual,Non-melanoma skin cancer (rare types),2004,Persons,30-34,5,0.3
Actual,Non-melanoma skin cancer (rare types),2004,Persons,35-39,10,0.7
Actual,Non-melanoma skin cancer (rare types),2004,Persons,40-44,12,0.8
Actual,Non-melanoma skin cancer (rare types),2004,Persons,45-49,11,0.8
Actual,Non-melanoma skin cancer (rare types),2004,Persons,50-54,23,1.8
Actual,Non-melanoma skin cancer (rare types),2004,Persons,55-59,40,3.4
Actual,Non-melanoma skin cancer (rare types),2004,Persons,60-64,35,3.9
Actual,Non-melanoma skin cancer (rare types),2004,Persons,65-69,48,6.6
Actual,Non-melanoma skin cancer (rare types),2004,Persons,70-74,72,11.6
Actual,Non-melanoma skin cancer (rare types),2004,Persons,75-79,87,16.1
Actual,Non-melanoma skin cancer (rare types),2004,Persons,80-84,102,26.9
Actual,Non-melanoma skin cancer (rare types),2004,Persons,85-89,74,39.0
Actual,Non-melanoma skin cancer (rare types),2004,Persons,90+,40,41.4
Actual,Non-melanoma skin cancer (rare types),2004,Persons,All ages combined,563,2.8
